rank,openreview_id,icml_id,title,authors,first_author,num_authors,decision,presentation_type,is_oral,is_spotlight,session,room,start_time,end_time,category,area_tags,domain_tags,abstract,icml_page_url,openreview_url,icml_pdf_url,arxiv_id,arxiv_abs_url,arxiv_pdf_url,semanticscholar_paper_id,semanticscholar_url,semanticscholar_citation_count,openalex_id,openalex_citation_count,citation_count,citation_source,match_rule
33,HV1R5bMSpa,65037,ATLAS: Learning to Optimally Memorize the Context at Test Time,"Ali Behrouz, Zeman Li, Praneeth Kacham, Majid Daliri, Yuan Deng, Peilin Zhong, Meisam Razaviyayn, Vahab Mirrokni",Ali Behrouz,8,Accept (regular),Poster,false,false,Poster Session 1,HALL A,2026-07-07T10:30:00+09:00,2026-07-07T12:15:00+09:00,Other,LLMs; Optimization; Theory,Biology; Scientific Discovery,"Transformers have been established as the most popular backbones in sequence modeling, mainly due to their effectiveness in in-context retrieval tasks and the ability to learn at scale. Their quadratic memory and time complexity, however, bound their applicability in longer sequences and so has motivated researchers to explore effective alternative architectures such as modern recurrent neural networks (a.k.a long-term recurrent memory module). Despite their recent success in diverse downstream tasks, they struggle in tasks that requires long context understanding and extrapolation to longer sequences. We observe that these shortcomings come from three disjoint aspects in their design: (1) limited memory capacity that is bounded by the architecture of memory and feature mapping of the input; (2) online nature of update, i.e., optimizing the memory only with respect to the last input; and (3) less expressive management of their fixed-size memory. To enhance all these three aspects, we present Atlas, a long-term memory module with high capacity that learns to memorize the context by optimizing the memory based on the current and past tokens, overcoming the online nature of long-term memory models. Our experimental results on language modeling, common-sense reasoning, recall-intensive, and long-context understanding tasks support the effectiveness of Atlas compared to other modern recurrent neural networks.",https://icml.cc/virtual/2026/poster/65037,https://openreview.net/forum?id=HV1R5bMSpa,,2505.23735,https://arxiv.org/abs/2505.23735,https://arxiv.org/pdf/2505.23735,039a255a5ee4f1f27b8c4b16ecf8cc048b1b4383,https://www.semanticscholar.org/paper/039a255a5ee4f1f27b8c4b16ecf8cc048b1b4383,48,,,48,semanticscholar,ss_title
34,PnTXyTR2VG,64225,Multimodal Latent Language Modeling with Next-Token Diffusion,"Yutao Sun, Hangbo Bao, Wenhui Wang, Zhiliang Peng, Li Dong, Shaohan Huang, Yaoyao Chang, Jianyong Wang, Furu Wei",Yutao Sun,9,Accept (spotlight),Poster,false,true,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,LLMs & Foundation Models,LLMs; Vision; Safety; Generative Models; Multimodal Learning,Biology; Scientific Discovery,"Multimodal generative models require a unified approach to handle both discrete data (e.g., text and code) and continuous data (e.g., image, audio, video). In this work, we propose Latent Language Modeling (LatentLM), which seamlessly integrates continuous and discrete data using causal Transformers. Specifically, we employ a variational autoencoder (VAE) to represent continuous data as latent vectors and introduce next-token diffusion for autoregressive generation of these vectors. Additionally, we develop -VAE to address the challenges of variance collapse, which is crucial for autoregressive modeling. Extensive experiments demonstrate the effectiveness of LatentLM across various modalities. In image generation, LatentLM surpasses Diffusion Transformers in both performance and scalability. When integrated into multimodal large language models, LatentLM provides a general-purpose interface that unifies multimodal generation and understanding. Experimental results show that LatentLM achieves favorable performance compared to Transfusion and vector quantized models in the setting of scaling up training tokens. In text-to-speech synthesis, LatentLM outperforms the state-of-the-art VALL-E 2 model in speaker similarity and robustness, while requiring 10 fewer decoding steps. The results establish LatentLM as a highly effective and scalable approach to advance large multimodal models.",https://icml.cc/virtual/2026/poster/64225,https://openreview.net/forum?id=PnTXyTR2VG,,2412.08635,https://arxiv.org/abs/2412.08635,https://arxiv.org/pdf/2412.08635,fceec239385334866d76c43e16d2501d000a625c,https://www.semanticscholar.org/paper/fceec239385334866d76c43e16d2501d000a625c,45,,,45,semanticscholar,ss_title
35,AvBgmOGsdQ,65711,SEAgent: Self-Evolving Computer Use Agent with Autonomous Learning from Experience,"ZEYI SUN, Ziyu Liu, Yuhang Zang, Yuhang Cao, Xiaoyi Dong, Tong Wu, Dahua Lin, Jiaqi Wang",ZEYI SUN,8,Accept (regular),Poster,false,false,Poster Session 6,HALL A,2026-07-09T10:30:00+09:00,2026-07-09T12:15:00+09:00,Agents & Tools,LLMs; Reinforcement Learning; Vision; Optimization; Safety; Agents; Evaluation; Multimodal Learning,Biology; Social Science; Scientific Discovery,"Repurposing large vision-language models (LVLMs) as computer use agents (CUAs) has led to substantial breakthroughs, primarily driven by human-labeled data. However, these models often struggle with novel and specialized software, particularly in scenarios lacking human annotations. To address this challenge, we propose SEAgent, an agentic self-evolving framework enabling CUAs to autonomously evolve through interactions with unfamiliar software. Specifically, SEAgent empowers computer-use agents to autonomously master novel software environments via experiential learning, where agents explore new software, learn through iterative trial-and-error, and progressively tackle auto-generated tasks organized from simple to complex. To achieve this goal, we design a World State Model for step-wise trajectory assessment, along with a Curriculum Generator that generates increasingly diverse and challenging tasks. The agent's policy is updated through experiential learning, comprised of adversarial imitation of failure actions and Group Relative Policy Optimization (GRPO) on successful ones. Furthermore, we introduce a specialist-to-generalist training strategy that integrates individual experiential insights from specialist agents, facilitating the development of a stronger generalist CUA capable of continuous autonomous evolution. This unified agent ultimately achieves performance surpassing ensembles of individual specialist agents on their specialized software. We validate the effectiveness of SEAgent across five professional software of OSWorld, ScienceBoard and AndroidWorld. Our approach achieves a significant improvement over a competitive open-source CUA, UI-TARS. All the code and models will be made publicly available to foster further research.",https://icml.cc/virtual/2026/poster/65711,https://openreview.net/forum?id=AvBgmOGsdQ,,2508.04700,https://arxiv.org/abs/2508.04700,https://arxiv.org/pdf/2508.04700,c244200154abb5e5e45ff14f4e6202e1a42a678d,https://www.semanticscholar.org/paper/c244200154abb5e5e45ff14f4e6202e1a42a678d,45,,,45,semanticscholar,ss_title
36,N3dXUHY5dD,64488,Agent Learning via Early Experience,"Kai Zhang, Xiangchao Chen, Bo Liu, Tianci Xue, Zeyi Liao, Zhihan Liu, xiyao wang, Yuting Ning, Zhaorun Chen, Xiaohan Fu, Jian Xie, Yuxuan Sun, Boyu Gou, Qi Qi, Zihang Meng, Jianwei Yang, Ning Zhang, Xian Li, Ashish Shah, Dat Huynh, Hengduo Li, Zi Yang, Xuefei Cao, Lawrence Jang, Shuyan Zhou, Jiacheng Zhu, Huan Sun, JASON WESTON, Yu Su, Yifan Wu",Kai Zhang,30,Accept (regular),Poster,false,false,Poster Session 1,HALL A,2026-07-07T10:30:00+09:00,2026-07-07T12:15:00+09:00,Agents & Tools,LLMs; Reinforcement Learning; Vision; Systems; Agents; Evaluation,Biology; Social Science,"A long-term goal of language agents is to learn and improve through their own experience, ultimately outperforming humans in complex, real-world tasks. However, training agents from experience data with reinforcement learning remains difficult in many environments, which either lack verifiable rewards (e.g., websites) or require inefficient long-horizon rollouts (e.g., multi-turn tool use). As a result, most current agents rely on supervised fine-tuning on expert data, which is challenging to scale and generalizes poorly. This limitation stems from the nature of expert demonstrations: they capture only a narrow range of scenarios, and expose the agent to limited environment diversity. We address this limitation with a middle-ground paradigm we call early experience : interaction data generated by the agent's own actions, where the resulting future states serve as supervision without reward signals. Within this paradigm, we study two strategies of using such data: (1) implicit world modeling, which uses collected states to ground the policy in environment dynamics; and (2) self-reflection, where the agent learns from its suboptimal actions to improve reasoning and decision-making. Evaluation across eight diverse environments and multiple model families shows that our approaches consistently improve effectiveness and out-of-domain generalization, highlighting the value of early experience. Moreover, in environments with verifiable rewards, our results provide promising signals that early experience offers a strong foundation for subsequent reinforcement learning, making it a practical bridge between imitation learning and fully experience-driven agents.",https://icml.cc/virtual/2026/poster/64488,https://openreview.net/forum?id=N3dXUHY5dD,,2510.08558,https://arxiv.org/abs/2510.08558,https://arxiv.org/pdf/2510.08558,c58ec5cabdb70ae1c08afb1e5a2c7bffd23a04b1,https://www.semanticscholar.org/paper/c58ec5cabdb70ae1c08afb1e5a2c7bffd23a04b1,44,,,44,semanticscholar,ss_title
37,EvmCeoiKYI,65303,ZeroBench: An Impossible Visual Benchmark for Contemporary Large Multimodal Models,"Jonathan Roberts, Mohammad Reza Taesiri, Ansh Sharma, Akash Gupta, Samuel Roberts, Ioana Croitoru, Vlad Bogolin, Jialu Tang, Florian Langer, Vyas Raina, Vatsal Raina, Hanyi Xiong, Vishaal Udandarao, Jingyi Lu, Chen Shiyang, Sam Purkis, Tianshuo Yan, Wenye Lin, Gyungin Shin, Qiaochu Yang, Anh Nguyen, David Atkinson, Alexandru Coca, Mikah Đặng, Sebastian Dziadzio, Jakob D. Kunz, Kaiqu Liang, Alexander Lo, Brian Pulfer, Steven Walton, Charig Yang, Kai Han, Samuel Albanie",Jonathan Roberts,33,Accept (regular),Poster,false,false,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,Vision & Multimodal,LLMs; Vision; Systems; Safety; Evaluation; Multimodal Learning,Social Science,"Large Multimodal Models (LMMs) exhibit shortfalls when interpreting images and, by some measures, have poorer spatial cognition than young children or animals. Despite this, they attain high scores on many popular visual benchmarks, with headroom rapidly eroded by surging model progress. To address this, there is a pressing need for difficult benchmarks that remain relevant for longer. We take this idea to its limit by introducing ZeroBench—a lightweight visual reasoning benchmark curated using adversarial filtering to be “impossible” for frontier LMMs at release time, with initial SotA scores of 0% pass@1 and pass∧5. We track progress on ZeroBench over the subsequent year, observing SotA reaching 6% pass∧5 and 19% pass@5, indicating the potential longevity of our benchmark. Overall, we evaluate 46 LMMs on ZeroBench, compare performance to a human baseline, analyse strengths and weaknesses, and chart performance over a year of advancement in visual capabilities.",https://icml.cc/virtual/2026/poster/65303,https://openreview.net/forum?id=EvmCeoiKYI,,2502.09696,https://arxiv.org/abs/2502.09696,https://arxiv.org/pdf/2502.09696,7deaa55c18b1cbb315df8ac7a05441c0ec6b38a0,https://www.semanticscholar.org/paper/7deaa55c18b1cbb315df8ac7a05441c0ec6b38a0,44,,,44,semanticscholar,ss_title
38,MgtyPYrC4h,64528,Blending Supervised and Reinforcement Fine-Tuning with Prefix Sampling,"Zeyu Huang, Tianhao Cheng, Zihan Qiu, Zili Wang, Xu Yinghui, Edoardo Ponti, Ivan Titov",Zeyu Huang,7,Accept (regular),Poster,false,false,Poster Session 4,HALL A,2026-07-08T14:30:00+09:00,2026-07-08T16:15:00+09:00,Reinforcement Learning,LLMs; Reinforcement Learning; Safety,Biology; Social Science,"Existing LLMs-post-training techniques are broadly categorized into supervised fine-tuning (SFT) and reinforcement fine-tuning (RFT). Each paradigm presents a distinct trade-off: (1) SFT excels at mimicking demonstration data, but can lead to problematic generalization as a form of behaviour cloning. (2) Conversely, RFT can significantly enhance a model's performance but is prone to learn unexpected behaviours, and its performance is sensitive to the initial policy. In this paper, we propose a unified view of these methods and introduce Prefix-RFT, a hybrid approach that synergizes learning from both demonstration and exploration. Using mathematical reasoning problems as a test bed, we empirically demonstrate that \ourmethod is simple yet effective. Not only does it surpass the performance of standalone SFT and RFT, but it also outperforms parallel mixed-policy RFT methods. Our analysis highlights the complementary nature of SFT and RFT, validating that Prefix-RFT effectively harmonizes them. Further ablation studies confirm the method's robustness to variations in the quality and quantity of demonstration data.",https://icml.cc/virtual/2026/poster/64528,https://openreview.net/forum?id=MgtyPYrC4h,,2507.01679,https://arxiv.org/abs/2507.01679,https://arxiv.org/pdf/2507.01679,7d291643bf9bfa74e3f1e8b014103dc81c85e361,https://www.semanticscholar.org/paper/7d291643bf9bfa74e3f1e8b014103dc81c85e361,41,,,41,semanticscholar,ss_title
39,YXnFGsSkCC,63269,Graph-R1: Towards Agentic GraphRAG Framework via End-to-end Reinforcement Learning,"Haoran Luo, Haihong E, Guanting Chen, Qika Lin, Yikai Guo, Fangzhi Xu, Zemin Kuang, Meina Song, Xiaobao Wu, Yifan Zhu, Anh Tuan Luu",Haoran Luo,11,Accept (regular),Poster,false,false,Poster Session 8,HALL A,2026-07-09T17:00:00+09:00,2026-07-09T18:45:00+09:00,Agents & Tools,LLMs; Reinforcement Learning; Theory; Generative Models; Agents; Evaluation,Biology; Scientific Discovery,"Retrieval-Augmented Generation (RAG) mitigates hallucination in LLMs by incorporating external knowledge, but relies on chunk-based retrieval that lacks structural semantics. GraphRAG methods improve RAG by modeling knowledge as entity-relation graphs, but still face challenges in high construction cost, fixed one-time retrieval, and reliance on long-context reasoning and prompt design. To address these challenges, we propose Graph-R1, an agentic GraphRAG framework via end-to-end reinforcement learning (RL). It introduces lightweight knowledge hypergraph construction, models retrieval as a multi-turn agent-environment interaction, and optimizes the agent process via an end-to-end reward mechanism. Experiments on standard RAG datasets show that Graph-R1 outperforms traditional GraphRAG and RL-enhanced RAG methods in reasoning accuracy, retrieval efficiency, and generation quality. Our code is available.",https://icml.cc/virtual/2026/poster/63269,https://openreview.net/forum?id=YXnFGsSkCC,,2507.21892,https://arxiv.org/abs/2507.21892,https://arxiv.org/pdf/2507.21892,7b62efdd9115c1657c321830ce72e42623c5c92d,https://www.semanticscholar.org/paper/7b62efdd9115c1657c321830ce72e42623c5c92d,41,,,41,semanticscholar,ss_title
40,m1IRWFAMsa,61880,NorMuon: Making Muon more efficient and scalable,"Zichong Li, Liming Liu, Chen Liang, Weizhu Chen, Tuo Zhao",Zichong Li,5,Accept (spotlight),Poster,false,true,Poster Session 2,HALL A,2026-07-07T14:00:00+09:00,2026-07-07T15:45:00+09:00,Systems & Efficiency,LLMs; Optimization; Theory; Systems,Scientific Discovery,"The choice of optimizer significantly impacts the training efficiency and computational costs of large language models (LLMs). Recently, the Muon optimizer has demonstrated promising results by orthogonalizing parameter updates, improving optimization geometry through better conditioning. Despite Muon’s emergence as a candidate successor to Adam, the potential for jointly leveraging their strengths—has not been systematically explored. In this work, we bridge this gap by proposing NorMuon (Neuron-wise Normalized Muon), an optimizer that synergistically combines orthogonalization with neuron-level adaptive learning rates. Our analysis reveals that while Muon effectively reduces condition numbers, the resulting updates exhibit highly non-uniform neuron norms, causing certain neurons to dominate the optimization process. NorMuon addresses this imbalance by maintaining second-order momentum statistics for each neuron and applying row-wise normalization after orthogonalization, ensuring balanced parameter utilization while preserving Muon's conditioning benefits. To enable practical deployment at scale, we develop an efficient distributed implementation under the FSDP2 framework that strategically distributes orthogonalization computations across devices. Experiments across multiple model scales demonstrate that NorMuon consistently outperforms both Adam and Muon, achieving 21.74\% better training efficiency than Adam and 11.31\% improvement over Muon on 1.1B pretraining setting, while maintaining a comparable memory footprint to Muon. Our findings suggest that orthogonalization and adaptive learning rates are complementary rather than competing approaches, opening new avenues for optimizer design in large-scale deep learning.",https://icml.cc/virtual/2026/poster/61880,https://openreview.net/forum?id=m1IRWFAMsa,,2510.05491,https://arxiv.org/abs/2510.05491,https://arxiv.org/pdf/2510.05491,036d28ef268c1bdee30d2f1a5b69bf1cd54f0323,https://www.semanticscholar.org/paper/036d28ef268c1bdee30d2f1a5b69bf1cd54f0323,41,,,41,semanticscholar,ss_title
41,U1yt3NN0mC,63751,Data Augmentation of Contrastive Learning is Estimating Positive-incentive Noise,"Hongyuan Zhang, Yanchen Xu, Sida Huang, Xuelong Li",Hongyuan Zhang,4,Accept (regular),Poster,false,false,,,,,Other,Vision,Biology; Scientific Discovery,"Inspired by the idea of Positive-incentive Noise (*Pi-Noise* or *$\pi$-Noise*) that aims at learning the reliable noise beneficial to tasks, we scientifically investigate the connection between contrastive learning and $\pi$-noise in this paper. By converting the contrastive loss to an auxiliary Gaussian distribution to quantitatively measure the difficulty of the specific contrastive model under the information theory framework, we properly define the task entropy, the core concept of $\pi$-noise, of contrastive learning. It is further proved that the predefined data augmentation in the standard contrastive learning paradigm can be regarded as a kind of point estimation of $\pi$-noise. Inspired by the theoretical study, a framework that develops a $\pi$-noise generator to learn the beneficial noise (instead of estimation) as data augmentations for contrast is proposed. The designed framework can be applied to diverse types of data and is also completely compatible with the existing contrastive models. From the visualization, we surprisingly find that the proposed method successfully learns effective augmentations.",https://icml.cc/virtual/2026/poster/63751,https://openreview.net/forum?id=U1yt3NN0mC,,2408.09929,https://arxiv.org/abs/2408.09929,https://arxiv.org/pdf/2408.09929,4bbfdaba2f1b1615a50500ae268a243464ac6008,https://www.semanticscholar.org/paper/4bbfdaba2f1b1615a50500ae268a243464ac6008,40,,,40,semanticscholar,ss_title
42,YScdQhxHgS,63277,DexMachina: Functional Retargeting for Bimanual Dexterous Manipulation,"Zhao Mandi, Yifan Hou, Dieter Fox, Yashraj Narang, Ajay Mandlekar, shuran song",Zhao Mandi,6,Accept (regular),Poster,false,false,,,,,Other,Reinforcement Learning; Vision; Optimization; Evaluation,Robotics; Social Science; Scientific Discovery,"We study the problem of functional retargeting: learning dexterous manipulation policies to track object states from human hand-object demonstrations. We focus on long-horizon, bimanual tasks with articulated objects, which are challenging due to large action space, spatiotemporal discontinuities, and the embodiment gap between human and robot hands. We propose DexMachina, a novel curriculum-based algorithm: the key idea is to use virtual object controllers with decaying strength: an object is first driven automatically towards its target states, such that the policy can gradually learn to take over under motion and contact guidance. We release a simulation benchmark with a diverse set of tasks and dexterous hands, and show that DexMachina significantly outperforms baseline methods. Our algorithm and benchmark enable a functional comparison for hardware designs, and we present key findings informed by quantitative and qualitative results. With the recent surge in dexterous hand development, we hope this work will provide a useful platform for identifying desirable hardware capabilities and lower the barrier for contributing to future research. Videos and more at \url{dexmachina-submission.github.io}",https://icml.cc/virtual/2026/poster/63277,https://openreview.net/forum?id=YScdQhxHgS,,2505.24853,https://arxiv.org/abs/2505.24853,https://arxiv.org/pdf/2505.24853,d313c8ee8c179183e07adb0f12cf225ad4efa51e,https://www.semanticscholar.org/paper/d313c8ee8c179183e07adb0f12cf225ad4efa51e,40,,,40,semanticscholar,ss_title
43,G5x5eEZ8yY,65174,GTPO and GRPO-S: Token and Sequence-Level Reward Shaping with Policy Entropy,"Hongze Tan, Zihan Wang, Jianfei Pan, Jinghao Lin, Hao Wang, Yifan Wu, Tao Chen, Zhihang Zheng, Tang, Haihua Yang",Hongze Tan,10,Accept (regular),Poster,false,false,Poster Session 4,HALL A,2026-07-08T14:30:00+09:00,2026-07-08T16:15:00+09:00,LLMs & Foundation Models,LLMs; Reinforcement Learning; Optimization,Social Science,"Reinforcement Learning (RL) is pivotal for enhancing Large Language Model (LLM) reasoning, yet mainstream algorithms such as GRPO and DAPO remain constrained by a coarse-grained credit assignment paradigm, where all tokens within the same response receive the identical reward. In this paper, we propose **Dynamic Entropy Weighting**, systematically define entropy-based weight ratios $\frac{H_{i,t}}{\sum_{k=1}^{n} H_{k,t}}$ and similar variants to redistribute rewards and get fine-grained rewards through two new algorithms: **Group Token Policy Optimization (GTPO)**, which assigns an entropy-weighted reward to each token and synthesizes token-specific advantage function to drive the model toward optimal path, and the analogous algorithm **Sequence-Level GRPO (GRPO-S)**, which admits a completely similar design at the sequence level. Unlike methods using entropy as mere regularization, GTPO and GRPO-S establish a new state-of-the-art on AIME and MATH 500, outperforming prior entropy-guided baselines and validating our weighting mechanism.",https://icml.cc/virtual/2026/poster/65174,https://openreview.net/forum?id=G5x5eEZ8yY,,,,,8234f7df8180d9f9a388a70c1437c05e5f031828,https://www.semanticscholar.org/paper/8234f7df8180d9f9a388a70c1437c05e5f031828,40,,,40,semanticscholar,ss_title
44,ebZcMQImhG,62658,Privileged Information Distillation for Language Models,"Emiliano Penaloza, Dheeraj Vattikonda, Nicolas Gontier, Alexandre Lacoste, Laurent Charlin, Massimo Caccia",Emiliano Penaloza,6,Accept (regular),Poster,false,false,Poster Session 4,HALL A,2026-07-08T14:30:00+09:00,2026-07-08T16:15:00+09:00,LLMs & Foundation Models,LLMs; Reinforcement Learning; Vision; Systems; Agents; Evaluation,Biology; Education,"Training-time privileged information (PI) can enable language models to succeed on tasks they would otherwise fail, making it a powerful tool for reinforcement learning in hard, long-horizon settings. However, transferring capabilities learned with PI to policies that must act without it at inference time remains a fundamental challenge. We study this problem in the context of distilling frontier models for multi-turn agentic environments, where closed-source systems typically hide their internal reasoning and expose only action trajectories. This breaks standard distillation pipelines, since successful behavior is observable but the reasoning process is not. We introduce π-Distill, a joint teacher–student framework that trains a PI-conditioned teacher and an unconditioned student simultaneously within a single shared-parameter model, enabling the teacher to learn how to use PI while mitigating distribution shift during transfer. We show that π-Distill effectively distills frontier agents using action-only privileged information, matching or outperforming industry-standard pipelines that assume access to full Chain-of-Thought supervision across multiple agentic benchmarks, models, and forms of PI. We complement our results with extensive analysis that characterize what factors enable effective learning with PI.",https://icml.cc/virtual/2026/poster/62658,https://openreview.net/forum?id=ebZcMQImhG,,2602.04942,https://arxiv.org/abs/2602.04942,https://arxiv.org/pdf/2602.04942,0f006173732b928d7e23f5e1dc144066c7baca06,https://www.semanticscholar.org/paper/0f006173732b928d7e23f5e1dc144066c7baca06,40,,,40,semanticscholar,ss_title
45,SxsyLjIfWB,63874,"TabICooL: A better, faster, scalable, and open tabular foundation model","Jingang QU, David Holzmüller, Gael Varoquaux, Marine Le Morvan",Jingang QU,4,Accept (regular),Poster,false,false,Poster Session 1,HALL A,2026-07-07T10:30:00+09:00,2026-07-07T12:15:00+09:00,LLMs & Foundation Models,Optimization; Generative Models; Evaluation,Biology,"Tabular foundation models, such as TabPFNv2 and TabICL, have recently dethroned gradient-boosted trees at the top of predictive benchmarks, demonstrating the value of in-context learning for tabular data. We introduce TabICooL, a new state-of-the-art foundation model for regression and classification built on three pillars: (1) a novel synthetic data generation engine designed for high pretraining diversity; (2) various architectural innovations, including a new scalable softmax in attention improving generalization to larger datasets without prohibitive long-sequence pretraining; and (3) optimized pretraining protocols, notably replacing AdamW with the Muon optimizer. On the TabArena and TALENT benchmarks, TabICooL without any tuning matches or surpasses the performance of the current state-of-the-art, RealTabPFN-2.5 (hyperparameter-tuned, ensembled, and fine-tuned on real data). With only moderate pretraining compute, TabICooL generalizes effectively to million-scale datasets under 50GB GPU memory while being markedly faster than RealTabPFN-2.5. We provide extensive ablation studies to quantify these contributions and commit to open research by releasing our weights, synthetic data engine, and pretraining code (upon publication).",https://icml.cc/virtual/2026/poster/63874,https://openreview.net/forum?id=SxsyLjIfWB,,2602.11139,https://arxiv.org/abs/2602.11139,https://arxiv.org/pdf/2602.11139,24444704448b5f3462bea940b2d1606a4de15ea1,https://www.semanticscholar.org/paper/24444704448b5f3462bea940b2d1606a4de15ea1,40,,,40,semanticscholar,ss_author
46,q17jVxMtwS,61446,The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models,"Christina Lu, Jack Gallagher, Jonathan Michala, Kyle Fish, Jack Lindsey",Christina Lu,5,Accept (spotlight),Poster,false,true,Poster Session 3,HALL A,2026-07-08T10:30:00+09:00,2026-07-08T12:15:00+09:00,LLMs & Foundation Models,LLMs; Safety,General,"Large language models can represent a variety of personas but typically default to a helpful Assistant identity cultivated during post-training. Across several different models, we find an “Assistant Axis"" in their activation space, which captures the extent to which a model is operating in its default Assistant mode. Steering towards the Assistant direction reinforces helpful and harmless behavior; steering away increases the model’s tendency to identify as other entities. Measuring deviations along the Assistant Axis predicts “persona drift,” a phenomenon where models slip into exhibiting harmful or bizarre behaviors that are uncharacteristic of their typical persona. We find that persona drift is often driven by conversations demanding meta-reflection on the model’s processes or featuring emotionally vulnerable users. We show that restricting activations to a fixed region along the Assistant Axis can stabilize model behavior in these scenarios—and also in the face of adversarial persona-based jailbreaks. Our results suggest that post-training steers models toward a particular region of persona space but only loosely tethers them to it, motivating work on training and steering strategies that more deeply anchor models to a coherent persona.",https://icml.cc/virtual/2026/poster/61446,https://openreview.net/forum?id=q17jVxMtwS,,2601.10387,https://arxiv.org/abs/2601.10387,https://arxiv.org/pdf/2601.10387,3f8ab54565559943a18316fd21e2f485139ca68c,https://www.semanticscholar.org/paper/3f8ab54565559943a18316fd21e2f485139ca68c,39,,,39,semanticscholar,ss_title
47,HFNJOpXHfm,65052,WorldMirror: Universal 3D World Reconstruction with Any-Prior Prompting,"Yifan Liu, Zhiyuan Min, Zhenwei Wang, Junta Wu, Tengfei Wang, Yixuan Yuan, Yawei Luo, Chunchao Guo",Yifan Liu,8,Accept (regular),Poster,false,false,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,LLMs & Foundation Models,LLMs; Vision; Evaluation,Biology,"We present WorldMirror, a unified feed-forward model for comprehensive 3D geometric prediction tasks. Unlike existing methods constrained to image-only inputs or customized for a specific task, our framework flexibly integrates diverse geometric priors, including camera poses, intrinsics, and depth maps, while simultaneously generating multiple 3D representations: dense point clouds, multi-view depth maps, camera parameters, surface normals, and 3D Gaussians. Remarkably, prior injection yields universal gains across all tasks, suggesting that input flexibility and multi-task prediction are mutually reinforcing. WorldMirror achieves state-of-the-art performance across diverse benchmarks from camera, point map, depth, and surface normal estimation to novel view synthesis, while maintaining the efficiency of feed-forward inference. Code and models will be publicly available.",https://icml.cc/virtual/2026/poster/65052,https://openreview.net/forum?id=HFNJOpXHfm,,2510.10726,https://arxiv.org/abs/2510.10726,https://arxiv.org/pdf/2510.10726,9ec519b7879c5d24a21d6336ea827d4472766be4,https://www.semanticscholar.org/paper/9ec519b7879c5d24a21d6336ea827d4472766be4,39,,,39,semanticscholar,ss_title
48,ZMkfGplf4b,63177,Stabilizing MoE Reinforcement Learning by Aligning Training and Inference Routers,"Wenhan Ma, Hailin Zhang, Liang Zhao, Yifan Song, Yudong Wang, Fuli Luo, Zhifang Sui",Wenhan Ma,7,Accept (regular),Poster,false,false,Poster Session 6,HALL A,2026-07-09T10:30:00+09:00,2026-07-09T12:15:00+09:00,Reinforcement Learning,LLMs; Reinforcement Learning; Optimization,Social Science; Scientific Discovery,"Reinforcement learning (RL) has emerged as a crucial approach for enhancing the capabilities of large language models. However, in Mixture-of-Experts (MoE) models, the routing mechanism often introduces instability, even leading to catastrophic RL training collapse. We analyze the training-inference consistency of MoE models and identify a notable discrepancy in routing behaviors between the two phases. To address this issue, we propose \textbf{Rollout Routing Replay (R3)}, a novel and effective method that records routing distributions from the inference engine and replays them during training. R3 significantly reduces training-inference policy KL divergence and mitigates extreme discrepancies without compromising training speed. Extensive experiments on various settings confirm that R3 succeeds in stabilizing RL training, preventing collapse and outperforming strong baselines. R3 is orthogonal to most policy optimization algorithm improvements, allowing it to be used in conjunction with them. We believe this work can offer a new solution for stabilizing RL in MoE model.",https://icml.cc/virtual/2026/poster/63177,https://openreview.net/forum?id=ZMkfGplf4b,,2510.11370,https://arxiv.org/abs/2510.11370,https://arxiv.org/pdf/2510.11370,b44b63dfb75a12bebbb98904d0cc4250bf4ba8a0,https://www.semanticscholar.org/paper/b44b63dfb75a12bebbb98904d0cc4250bf4ba8a0,38,,,38,semanticscholar,ss_title
