rank,openreview_id,icml_id,title,authors,first_author,num_authors,decision,presentation_type,is_oral,is_spotlight,session,room,start_time,end_time,category,area_tags,domain_tags,abstract,icml_page_url,openreview_url,icml_pdf_url,arxiv_id,arxiv_abs_url,arxiv_pdf_url,semanticscholar_paper_id,semanticscholar_url,semanticscholar_citation_count,openalex_id,openalex_citation_count,citation_count,citation_source,match_rule
1,OC2z7iSQKa,64377,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,"Victor Barres, Honghua Dong, Soham Ray, Xujie Si, Karthik Narasimhan",Victor Barres,5,Accept (spotlight),Oral + Poster,true,true,Poster Session 8 · Oral 6B Agentic Systems,HALL A · HALL B2,2026-07-09T17:00:00+09:00 · 2026-07-09T16:00:00+09:00,2026-07-09T18:45:00+09:00 · 2026-07-09T16:15:00+09:00,Agents & Tools,LLMs; Reinforcement Learning; Agents; Evaluation,Biology; Scientific Discovery,"Existing benchmarks for conversational AI agents simulate *single-control* environments, where only the AI agent can use tools to interact with the world, while the user remains a passive information provider. This differs from real-world scenarios like technical support, where users need to actively participate in modifying the state of the (shared) world. In order to address this gap, we introduce $\tau^2$-bench, with four key contributions: 1. A novel **Telecom dual-control domain** modeled as a Dec-POMDP, where both agent and user make use of tools to act in a shared, dynamic environment that tests both agent coordination and communication, 2. A **compositional task generator** that programmatically creates diverse, verifiable tasks from atomic components, ensuring domain coverage and controlled complexity, 3. A **reliable user simulator** tightly coupled with the environment, whose behavior is constrained by tools and observable states, improving simulation fidelity, 4. **fine-grained analysis of agent performance** through multiple ablations including separating errors arising from reasoning vs communication/coordination. In particular, our experiments show significant performance drops when agents shift from no-user to dual-control, highlighting the challenges of guiding users. Overall, $\tau^2$-bench provides a controlled testbed for agents that must both reason effectively and guide user actions.",https://icml.cc/virtual/2026/poster/64377,https://openreview.net/forum?id=OC2z7iSQKa,,2506.07982,https://arxiv.org/abs/2506.07982,https://arxiv.org/pdf/2506.07982,91c12fc38719eae97e812c6d59a37de5de288c75,https://www.semanticscholar.org/paper/91c12fc38719eae97e812c6d59a37de5de288c75,275,,,275,semanticscholar,ss_author
2,itonej9GIV,62192,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,"Tianxing Chen, Zanxin Chen, Baijun Chen, Zijian Cai, Yibin Liu, Zixuan Li, Qiwei Liang, Xianliang Lin, Yiheng Ge, Zhenyu Gu, Weiliang Deng, Yubin Guo, Tian Nian, Xuanbing Xie, Qiangyu Chen, KailunSu, Tianling Xu, Guodong Liu, Mengkang Hu, Huan-ang Gao, Kaixuan Wang, Zhixuan Liang, Yusen Qin, Xiaokang Yang, Ping Luo, Yao Mu",Tianxing Chen,26,Accept (regular),Poster,false,false,Poster Session 5,HALL A,2026-07-08T17:00:00+09:00,2026-07-08T18:45:00+09:00,Biology & Drug Discovery,LLMs; Vision; Optimization; Safety; Generative Models; Agents; Evaluation; Multimodal Learning,Biology; Robotics; Scientific Discovery,"Simulation-based data synthesis has emerged as a powerful paradigm for enhancing real-world robotic manipulation. However, existing synthetic datasets remain insufficient for robust bimanual manipulation due to two key challenges: (1) the lack of an autonomous self-correcting mechanism to resolve execution failures in complex coordination tasks, and (2) the scarcity of diverse visual and spatial variations required to bridge the sim-to-real gap. To this end, we present RoboTwin 2.0, a scalable simulation framework that enables closed-loop, automated, large-scale generation of diverse and realistic data, along with unified evaluation protocols for dual-arm manipulation. Built upon RoboTwin-OD, a foundational library of 731 instances across 147 categories with rich semantic annotations, our framework integrates Multimodal Large Language Models (MLLMs) with simulation-in-the-loop verification. This integration forms an automated feedback mechanism that significantly boosts the success rate of expert task program generation. To enhance robust sim-to-real transfer, RoboTwin 2.0 incorporates structured domain randomization along five axes: clutter, lighting, background, tabletop height and language instructions, thereby maximizing data diversity. We instantiate this framework across 50 dual-arm tasks spanning five robot embodiments. Empirical evaluations demonstrate that Vision-Language-Action (VLA) models pre-trained on our synthetic data achieve a 3.6x improvement in few-shot real-world transfer (over a 10-demo baseline) and a 2.2x gain in zero-shot generalization. We release the data generator, benchmark, pre-collected dataset, and code to support scalable research in robust bimanual manipulation.",https://icml.cc/virtual/2026/poster/62192,https://openreview.net/forum?id=itonej9GIV,,2506.18088,https://arxiv.org/abs/2506.18088,https://arxiv.org/pdf/2506.18088,1002f84d1b487e49d3bc2d353dfb77e1495d3c58,https://www.semanticscholar.org/paper/1002f84d1b487e49d3bc2d353dfb77e1495d3c58,270,,,270,semanticscholar,ss_title
3,tqTNOpkP5j,61082,Spurious Rewards: Rethinking Training Signals in RLVR,"Rulin Shao, Stella Li, Rui Xin, Scott Geng, Yiping Wang, Sewoong Oh, Simon Du, Nathan Lambert, Sewon Min, Ranjay Krishna, Yulia Tsvetkov, Hannaneh Hajishirzi, Pang Wei Koh, Luke Zettlemoyer",Rulin Shao,14,Accept (regular),Poster,false,false,Poster Session 1,HALL A,2026-07-07T10:30:00+09:00,2026-07-07T12:15:00+09:00,Reinforcement Learning,LLMs; Reinforcement Learning,General,"We show that reinforcement learning with verifiable rewards (RLVR) can elicit strong mathematical reasoning in certain language models even with spurious rewards that have little, no, or outright negative correlation with the correct answer. For example, RLVR training with GRPO improves MATH-500 performance for Qwen2.5-Math-7B in absolute points by 21.4% using randomly assigned rewards, nearly matching the 29.1% gained with ground truth rewards. To explain this counterintuitive observation, we show that GRPO exhibits a clipping bias arising from the clip term, which can amplify high-prior behaviors learned during pre-training even without informative rewards. As a case study, we identify one such high-prior behavior for Qwen2.5-Math models, which we term code reasoning---reasoning in code without actual code execution; code reasoning frequency increases from 65% to over 90% with spurious rewards. However, the presence of such amplifiable behaviors is highly model-dependent. In practice, spurious rewards that are effective for Qwen models often fail to produce gains for other model families, such as Llama3 or OLMo2. Our results highlight the importance of validating RL methods across diverse models rather than relying on a single de facto choice: large performance gains can arise on Qwen models even from random rewards that do not reflect genuine capability improvements.",https://icml.cc/virtual/2026/poster/61082,https://openreview.net/forum?id=tqTNOpkP5j,,2506.10947,https://arxiv.org/abs/2506.10947,https://arxiv.org/pdf/2506.10947,f3ec0ee1538796c8d5e5633958106fbe394a32ad,https://www.semanticscholar.org/paper/f3ec0ee1538796c8d5e5633958106fbe394a32ad,184,,,184,semanticscholar,ss_title
4,f1q8dFnxtY,62614,WISE: World Knowledge-Informed Semantic Evaluation for Text-to-Image Generation,"Yuwei Niu, Munan Ning, Mengren Zheng, Weiyang Jin, Bin Lin, Peng Jin, Jiaqi Liao, Chaoran Feng, Fanqing Meng, Kun-Peng Ning, Bin Zhu, Li Yuan",Yuwei Niu,12,Accept (regular),Poster,false,false,Poster Session 8,HALL A,2026-07-09T17:00:00+09:00,2026-07-09T18:45:00+09:00,Biology & Drug Discovery,LLMs; Vision; Optimization; Generative Models; Evaluation; Multimodal Learning,Biology; Scientific Discovery,"Text-to-Image (T2I) models are capable of generating high-quality artistic creations and visual content. However, existing research and evaluation standards predominantly focus on image realism and shallow text-image alignment, lacking a comprehensive assessment of complex semantic understanding and world knowledge integration in text-to-image generation. To address this challenge, we propose WISE, the first benchmark specifically designed for World Knowledge-Informed Semantic Evaluation. WISE moves beyond simple word-pixel mapping by challenging models with 1000 meticulously crafted prompts across 25 subdomains in cultural common sense, spatio-temporal reasoning, and natural science. To overcome the limitations of traditional CLIP metric, we introduce WiScore, a novel quantitative metric for assessing knowledge-image alignment. Through comprehensive testing of 20 models (10 dedicated T2I models and 10 unified multimodal models) using 1,000 structured prompts spanning 25 subdomains, our findings reveal significant limitations in their ability to effectively integrate and apply world knowledge during image generation, highlighting critical pathways for enhancing knowledge incorporation and application in next-generation T2I models. Code and data will be available.",https://icml.cc/virtual/2026/poster/62614,https://openreview.net/forum?id=f1q8dFnxtY,,2503.07265,https://arxiv.org/abs/2503.07265,https://arxiv.org/pdf/2503.07265,2440a4eec3fd1288c4ca84456ac2e96d7ba0d3c3,https://www.semanticscholar.org/paper/2440a4eec3fd1288c4ca84456ac2e96d7ba0d3c3,173,,,173,semanticscholar,ss_author
5,Jpxfof0EaS,64784,Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,"Siyan Zhao, Zhihui Xie, Mengchen Liu, Jing Huang, Guan Pang, Feiyu Chen, Aditya Grover",Siyan Zhao,7,Accept (regular),Poster,false,false,,,,,LLMs & Foundation Models,LLMs; Reinforcement Learning; Vision; Evaluation,Biology; Education; Social Science,"Knowledge distillation improves large language model (LLM) reasoning by compressing the knowledge of a teacher LLM to train smaller LLMs. On-policy distillation advances this approach by having the student sample its own trajectories while a teacher LLM provides dense token-level supervision, addressing the distribution mismatch between training and inference in off-policy distillation methods. However, on-policy distillation typically requires a separate, often larger, teacher LLM and does not explicitly leverage ground-truth solutions available in reasoning datasets. Inspired by the intuition that a sufficiently capable LLM can rationalize external privileged reasoning traces and teach its weaker self (i.e., the version without access to privileged information), we introduce On-Policy Self-Distillation (OPSD), a framework where a single model acts as both teacher and student by conditioning on different contexts. The teacher policy conditions on privileged information (e.g., verified reasoning traces) while the student policy sees only the question; training minimizes the per-token divergence between these distributions over the student's own rollouts. We demonstrate the efficacy of our method on multiple mathematical reasoning benchmarks, achieving 4-8× token efficiency compared to reinforcement learning methods such as GRPO and superior performance over off-policy distillation methods.",https://icml.cc/virtual/2026/poster/64784,https://openreview.net/forum?id=Jpxfof0EaS,,2601.18734,https://arxiv.org/abs/2601.18734,https://arxiv.org/pdf/2601.18734,06571d39f14fbd771423bf57c9a237faaf7994bf,https://www.semanticscholar.org/paper/06571d39f14fbd771423bf57c9a237faaf7994bf,151,,,151,semanticscholar,ss_title
6,NUyt4uxzx0,64450,Chain-of-Thought Reasoning In The Wild Is Not Always Faithful,"Iván Arcuschin, Jett Janiak, Robert Krzyzanowski, Senthooran Rajamanoharan, Neel Nanda, Arthur Conmy",Iván Arcuschin,6,Accept (regular),Poster,false,false,Poster Session 2,HALL A,2026-07-07T14:00:00+09:00,2026-07-07T15:45:00+09:00,LLMs & Foundation Models,LLMs; Safety; Agents,Biology,"Recent studies indicate that when faced with explicit biases in prompts, models often omit mentioning these biases in their Chain-of-Thought (CoT) output, revealing that verbalized reasoning can give an incorrect picture of how models arrive at conclusions (unfaithfulness). In this work, we show that unfaithful CoT also occurs on naturally worded, non-adversarial prompts without adding artificial biases or editing model outputs. We find that when separately presented with the questions ""Is X bigger than Y?"" and ""Is Y bigger than X?"", models sometimes produce superficially coherent arguments to justify systematically answering Yes to both questions or No to both questions, despite such responses being logically contradictory. We present preliminary evidence that this is due to models' implicit biases towards Yes or No, labeling this Implicit Post-Hoc Rationalization . Our results reveal rates up to 13% for production models, and while frontier models are more faithful, none are entirely so, including thinking models like DeepSeek R1 (0.37%) and Sonnet 3.7 with thinking (0.04%). We also investigate Unfaithful Illogical Shortcuts , where models use subtly illogical reasoning to make speculative answers to hard math problems seem rigorously proven. Our findings indicate that while CoT can be useful for assessing outputs, it is not a complete account of a model's internal reasoning and should be used with caution in agentic or safety-critical settings.",https://icml.cc/virtual/2026/poster/64450,https://openreview.net/forum?id=NUyt4uxzx0,,2503.08679,https://arxiv.org/abs/2503.08679,https://arxiv.org/pdf/2503.08679,e71ff5188cc6435f0ba3ebbb054829c0b1dd3ba8,https://www.semanticscholar.org/paper/e71ff5188cc6435f0ba3ebbb054829c0b1dd3ba8,143,,,143,semanticscholar,ss_title
7,guLrgDb2jB,62405,dLLM-Cache: Accelerating Diffusion Large Language Models with Adaptive Caching,"Zhiyuan Liu, Yicun Yang, Yaojie Zhang, Junjie Chen, Chang Zou, Qingyan Wei, Shaobo Wang, Yichen Zhu, Linfeng Zhang",Zhiyuan Liu,9,Accept (regular),Poster,false,false,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,LLMs & Foundation Models,LLMs; Systems; Generative Models,Biology; Materials; Scientific Discovery,"Autoregressive Models (ARMs) have long dominated the landscape of Large Language Models. Recently, a new paradigm has emerged in the form of diffusion-based Large Language Models (dLLMs), which generate text by iteratively denoising masked segments. This approach has shown significant advantages and potential. However, dLLMs suffer from high inference latency. Traditional ARM acceleration techniques, such as Key-Value caching, are incompatible with dLLMs due to their bidirectional attention mechanism. To address this specific challenge, our work begins with a key observation that dLLM inference involves a static prompt and a partially dynamic response, where most tokens remain stable across adjacent denoising steps. Based on this, we propose dLLM-Cache, a training-free adaptive caching framework that combines long-interval prompt caching with partial response updates guided by feature similarity. This design enables efficient reuse of intermediate computations without compromising model performance. Extensive experiments on representative dLLMs, including LLaDA 8B and Dream 7B, show that dLLM-Cache achieves up to 9.1$\times$ speedup over standard inference without compromising output quality. Notably, our method brings dLLM inference latency close to that of ARMs under many settings. Codes are provided in the supplementary material and will be released publicly on GitHub.",https://icml.cc/virtual/2026/poster/62405,https://openreview.net/forum?id=guLrgDb2jB,,2506.06295,https://arxiv.org/abs/2506.06295,https://arxiv.org/pdf/2506.06295,a24b410204822d4faf61b9f3135be6ef39c5a617,https://www.semanticscholar.org/paper/a24b410204822d4faf61b9f3135be6ef39c5a617,141,,,141,semanticscholar,ss_title
8,QkfkxyRizZ,64121,Reinforcement Learning via Self-Distillation,"Jonas Hübotter, Frederike Lübeck, Lejs Behric, Anton Baumann, Marco Bagatella, Daniel Marta, Ido Hakimi, Idan Shenfeld, Thomas Kleine Buening, Carlos Guestrin, Andreas Krause",Jonas Hübotter,11,Accept (regular),Poster,false,false,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,Reinforcement Learning,LLMs; Reinforcement Learning; Optimization; Agents; Evaluation,Biology; Social Science; Scientific Discovery,"Large language models are increasingly post-trained with reinforcement learning in verifiable domains such as code and math. Yet, current methods for reinforcement learning with verifiable rewards (RLVR) learn only from a scalar outcome reward per attempt, creating a severe credit-assignment bottleneck. Many verifiable environments actually provide rich textual feedback, such as runtime errors or judge evaluations, that explain why an attempt failed. We formalize this setting as reinforcement learning with rich feedback and introduce Self-Distillation Policy Optimization ( SDPO ), which converts tokenized feedback into a dense learning signal without any external teacher or explicit reward model. SDPO treats the current model conditioned on feedback as a self-teacher and distills its feedback-informed next-token predictions back into the policy. In this way, SDPO leverages the model's ability to retrospectively identify its own mistakes in-context. Across scientific reasoning, tool use, and competitive programming on LiveCodeBench v6, SDPO improves sample efficiency and final accuracy over strong RLVR baselines. Notably, SDPO also outperforms baselines in standard RLVR environments that only return scalar feedback by using successful rollouts as implicit feedback for failed attempts. Finally, applying SDPO to individual questions at test time accelerates discovery on difficult binary-reward tasks, achieving the same discovery probability as best-of-k sampling or multi-turn conversations with 3x fewer attempts.",https://icml.cc/virtual/2026/poster/64121,https://openreview.net/forum?id=QkfkxyRizZ,,2601.20802,https://arxiv.org/abs/2601.20802,https://arxiv.org/pdf/2601.20802,89e83ee3eb95843292b1f75f0e50b89e7667b828,https://www.semanticscholar.org/paper/89e83ee3eb95843292b1f75f0e50b89e7667b828,140,,,140,semanticscholar,ss_title
9,uEVTdoAbnK,61047,SWE-Bench Pro: Can AI Agents Solve Long-Horizon Software Engineering Tasks?,"Xiang Deng, Jeff Da, Edwin Pan, Yannis Yiming He, Charles Ide, Kanak Garg, Niklas Lauffer, Andrew Park, Chetan Rane, Karmini Sampath, Maya Krishnan, Srivatsa Kundurthy, Sean Hendryx, Zifan Wang, Chen Bo Calvin Zhang, Noah Jacobson, Bing Liu, Brad Kenstler",Xiang Deng,18,Accept (regular),Poster,false,false,,,,,Agents & Tools,LLMs; Reinforcement Learning; Systems; Safety; Agents; Evaluation,General,"We present SWE-Bench Pro, a comprehensive benchmark designed to evaluate software engineering capabilities through complex, realistic programming challenges. This benchmark extends beyond traditional algorithmic problems to encompass the full spectrum of professional software development tasks. The dataset comprises 1,865 problems sourced from 41 active software engineering repositories, spanning 123 unique programming languages and various application domains. The benchmark is structured into public and private components, with public access to problems from 11 repositories and private evaluation sets from 12 repositories across 4 distinct problem categories. SWE-Bench Pro addresses limitations of existing evaluation frameworks by incorporating problems that reflect real-world software engineering scenarios, including substantial codebases, complex enterprise applications, and multi-file projects requiring sophisticated reasoning and code modification skills. Problems range from early-stage startup environments to enterprise-level applications, with the private commercial set remaining inaccessible to maintain evaluation integrity while enabling public access to representative problems for professional development. Our evaluation methodology employs diverse coding approaches and models under controlled conditions, ensuring robust performance assessment across multiple programming paradigms. Results demonstrate significant performance variations across different problem categories, with traditional algorithmic challenges showing notably higher success rates compared to complex, multi-file engineering tasks. The benchmark reveals substantial gaps in current capabilities for handling real-world software engineering scenarios, particularly in areas requiring deep contextual understanding, cross-file reasoning, and integration with existing large-scale systems. This work contributes a more comprehensive and realistic evaluation framework for assessing software engineering capabilities, providing insights into current limitations and establishing a foundation for future development in automated software engineering tools and methodologies.",https://icml.cc/virtual/2026/poster/61047,https://openreview.net/forum?id=uEVTdoAbnK,,2509.16941,https://arxiv.org/abs/2509.16941,https://arxiv.org/pdf/2509.16941,4b83aa6340be8e0e59309d37ac4a3c9ae1ece14e,https://www.semanticscholar.org/paper/4b83aa6340be8e0e59309d37ac4a3c9ae1ece14e,120,,,120,semanticscholar,ss_title
10,qA6FgH0nnZ,61434,Self-Distillation Enables Continual Learning,"Idan Shenfeld, Mehul Damani, Jonas Hübotter, Pulkit Agrawal",Idan Shenfeld,4,Accept (spotlight),Poster,false,true,Poster Session 2,HALL A,2026-07-07T14:00:00+09:00,2026-07-07T15:45:00+09:00,Other,Reinforcement Learning,Biology; Social Science; Scientific Discovery,"Continual learning, enabling models to acquire new skills and knowledge without degrading existing capabilities, remains a fundamental challenge for foundation models. While on-policy reinforcement learning can reduce forgetting, it requires explicit reward functions that are often unavailable. Learning from expert demonstrations, the primary alternative, is dominated by supervised fine-tuning (SFT), which is inherently off-policy. We introduce Self-Distillation Fine-Tuning (SDFT), a simple method that enables on-policy learning directly from demonstrations. SDFT leverages in-context learning by using a demonstration-conditioned model as its own teacher, generating on-policy training signals that preserve prior capabilities while acquiring new skills. Across skill learning and knowledge acquisition tasks, SDFT consistently outperforms SFT, achieving higher new-task accuracy while substantially reducing catastrophic forgetting. In sequential learning experiments, SDFT enables a single model to accumulate multiple skills over time without performance regression, establishing on-policy distillation as a practical path to continual learning from demonstrations.",https://icml.cc/virtual/2026/poster/61434,https://openreview.net/forum?id=qA6FgH0nnZ,,2601.19897,https://arxiv.org/abs/2601.19897,https://arxiv.org/pdf/2601.19897,370a293b5dcf9d456ba7f805b5b0a3d8e984ff6e,https://www.semanticscholar.org/paper/370a293b5dcf9d456ba7f805b5b0a3d8e984ff6e,102,,,102,semanticscholar,ss_title
11,z9Bo4eXSpW,60548,"Reinforcement Learning with Verifiable Rewards: GRPO's Loss, Dynamics, and Success Amplification",Youssef Mroueh,Youssef Mroueh,1,Accept (regular),Poster,false,false,,,,,Reinforcement Learning,LLMs; Reinforcement Learning; Optimization,Social Science,"Group Relative Policy Optimization (GRPO) was introduced recently and used to train DeepSeek\textendash R1 for promoting reasoning in LLMs under verifiable (binary) rewards. We show that the mean{+}variance calibration of these rewards induces a contrastive loss in which the contrastive samples are synthetic data drawn from the previous policy. While GRPO was originally paired with clipping to keep updates near the old policy, we analyze variants that differ in reward normalization (mean-only vs.\ mean{+}variance) and in how they regularize updates using KL divergence: either penalizing divergence from the previous model (\emph{mirror}), penalizing divergence from a fixed reference model $\pi_{\mathrm{ref}}$, or combining both forms of regularization. For each, the optimal policy $\pi_n$ admits an explicit form in terms of the binary reward and the first and second order statistics of the reward under $\pi_{n-1}$, as well as the policies $\pi_{n-1}$ and $\pi_{\mathrm{ref}}$. Iterating results in a sequence $\{\pi_n\}$ whose \emph{probability of success (PoS)} obeys a simple recurrence that converges to a fixed point determined by the reference PoS and the regularization strength. We further show that this fixed point exceeds the reference, demonstrating that GRPO amplifies the policy's probability of success.",https://icml.cc/virtual/2026/poster/60548,https://openreview.net/forum?id=z9Bo4eXSpW,,2503.06639,https://arxiv.org/abs/2503.06639,https://arxiv.org/pdf/2503.06639,5c1e2e82ddb0a3aac7592831c1625326dd2beb1f,https://www.semanticscholar.org/paper/5c1e2e82ddb0a3aac7592831c1625326dd2beb1f,100,,,100,semanticscholar,ss_author
12,GbOD25IA88,65125,Does Math Reasoning Improve General LLM Capabilities? Understanding Transferability of LLM Reasoning,"Maggie Ziyu Huan, Yuetai Li, Tuney Zheng, Xiaoyu Xu, Seungone Kim, Minxin Du, Radha Poovendran, Graham Neubig, Xiang Yue",Maggie Ziyu Huan,9,Accept (regular),Poster,false,false,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,Biology & Drug Discovery,LLMs; Reinforcement Learning; Agents; Evaluation,Biology; Social Science; Scientific Discovery,"Math reasoning has become the poster child of progress in large language models (LLMs), with new models rapidly surpassing human-level performance on benchmarks like MATH and AIME. But as math leaderboards improve week by week, it is worth asking: do these gains reflect broader problem-solving ability or just narrow overfitting? To answer this question, we evaluate over 20 open-weight reasoning-tuned models across a broad suite of tasks, including math, scientific QA, agent planning, coding, and standard instruction-following. We surprisingly find that most models that succeed in math fail to transfer their gains to other domains. To rigorously study this phenomenon, we conduct controlled experiments using math-only data with two widely-used methods: Reinforcement Learning (RL) and Supervised Finetuning (SFT) with detailed ablations. On top of the observation that RL-tuned models transfer better than SFT-tuned model, we identify on-policy fine-tuning as the key mechanism underlying cross-domain transfer, regardless of whether the training signal comes from RL or supervised learning. Latent-space representation and token-space distribution shift analyses reveal that off-policy SFT induces substantial representation and output drift, while on-policy RL preserves general-domain structure. Our results suggest a need to rethink the post-training recipes, particularly the reliance on off-policy SFT-distilled data to advance reasoning models.",https://icml.cc/virtual/2026/poster/65125,https://openreview.net/forum?id=GbOD25IA88,,2507.00432,https://arxiv.org/abs/2507.00432,https://arxiv.org/pdf/2507.00432,99d9293e91abce69918aa7c9db8ba2c6ad646cba,https://www.semanticscholar.org/paper/99d9293e91abce69918aa7c9db8ba2c6ad646cba,89,,,89,semanticscholar,ss_title
13,Y1rHxA58If,63333,GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,"Shih-Yang Liu, Xin Dong, Ximing Lu, Shizhe Diao, Peter Belcak, Mingjie Liu, Min-Hung Chen, Hongxu Yin, Yu-Chiang Wang, Kwang-Ting Cheng, Yejin Choi, Jan Kautz, Pavlo Molchanov",Shih-Yang Liu,13,Accept (regular),Poster,false,false,Poster Session 6,HALL A,2026-07-09T10:30:00+09:00,2026-07-09T12:15:00+09:00,Reinforcement Learning,LLMs; Reinforcement Learning; Optimization; Theory; Systems; Agents; Evaluation,Biology; Social Science,"As language models become increasingly capable, users expect them to provide not only accurate responses but also behaviors aligned with diverse human preferences across a variety of scenarios. To achieve this, Reinforcement learning (RL) pipelines have begun incorporating multiple rewards, each capturing a distinct preference, to guide models toward these desired behaviors. However, recent work has defaulted to apply Group Relative Policy Optimization (GRPO) under multi-reward setting without examining its suitability. In this paper, we demonstrate that directly applying GRPO to normalize distinct rollout reward combinations causes them to collapse into identical advantage values, reducing the resolution of the training signal and resulting in suboptimal convergence and, in some cases, early training failure. We then introduce Group reward-Decoupled Normalization Policy Optimization (GDPO), a new policy optimization method to resolve these issues by decoupling the normalization of individual rewards, more faithfully preserving their relative differences and enabling more accurate multi-reward optimization, along with substantially improved training stability. We compare GDPO with GRPO across three tasks: tool calling, math reasoning, and coding reasoning, evaluating both correctness metrics (accuracy, bug ratio) and constraint adherence metrics (format, length). Across all settings, GDPO consistently outperforms GRPO, demonstrating its effectiveness and generalizability for multi-reward reinforcement learning optimization.",https://icml.cc/virtual/2026/poster/63333,https://openreview.net/forum?id=Y1rHxA58If,,2601.05242,https://arxiv.org/abs/2601.05242,https://arxiv.org/pdf/2601.05242,686ddccd36b1ea7cb214eecb6f50cc8fee7e36b2,https://www.semanticscholar.org/paper/686ddccd36b1ea7cb214eecb6f50cc8fee7e36b2,89,,,89,semanticscholar,ss_title
14,zloIrd77G5,60489,Verbalized Sampling: How to Mitigate Mode Collapse and Unlock LLM Diversity,"Jiayi Zhang, Simon Yu, Derek Chong, Anthony Sicilia, Michael Tomz, Christopher Manning, Weiyan Shi",Jiayi Zhang,7,Accept (regular),Poster,false,false,Poster Session 1,HALL A,2026-07-07T10:30:00+09:00,2026-07-07T12:15:00+09:00,LLMs & Foundation Models,LLMs; Safety; Generative Models; Evaluation,Biology; Social Science; Scientific Discovery,"Post-training alignment often reduces LLM diversity, leading to a phenomenon known as mode collapse. Unlike prior work that attributes this effect to algorithmic limitations, we identify a fundamental, pervasive data-level driver: typicality bias in preference data, whereby annotators systematically favor familiar text as a result of well-established findings in cognitive psychology. We formalize this bias theoretically, verify it empirically on preference datasets, and show that it plays a central role in mode collapse. Motivated by this analysis, we introduce Verbalized Sampling (VS), a simple, training-free prompting strategy to circumvent mode collapse. VS prompts the model to verbalize a probability distribution over a set of responses (e.g., ""Generate 5 jokes about coffee and their corresponding probabilities""), which relieves the pressure to produce a single ""typical"" answer. Experiments show that VS significantly improves performance across creative writing (poems, stories, jokes), social dialogue simulation, synthetic data generation, and open-ended QA, without sacrificing safety and factual accuracy. For instance, in creative writing, VS increases diversity by 1.6-2.1x compared to direct prompting. We further observe an emergent trend that more capable models benefit more from VS. In sum, our work provides a new data-centric perspective on mode collapse and a practical inference-time remedy that helps unlock pre-trained generative diversity.",https://icml.cc/virtual/2026/poster/60489,https://openreview.net/forum?id=zloIrd77G5,,2510.01171,https://arxiv.org/abs/2510.01171,https://arxiv.org/pdf/2510.01171,b6f66f57aa73367aa622dffb079ff8f1165da229,https://www.semanticscholar.org/paper/b6f66f57aa73367aa622dffb079ff8f1165da229,78,,,78,semanticscholar,ss_title
15,BamDfCP5R3,65641,From Interactions to Principles: Experience-Driven Self-Distillation for Evolving LLM Agents,"Rong Wu, Xiaoman Wang, Jianbiao Mei, Pinlong Cai, Daocheng Fu, Cheng Yang, Licheng Wen, Xuemeng Yang, Yufan Shen, Yuxin Wang, Botian Shi",Rong Wu,11,Accept (regular),Poster,false,false,,,,,Agents & Tools,LLMs; Reinforcement Learning; Systems; Agents; Evaluation,Biology; Social Science,"LLM agents have achieved strong performance in tool-augmented reasoning, but most remain largely stateless: after each episode, the agent discards interaction traces and does not accumulate reusable strategies. Prior work either stores raw trajectories for case-based reuse or relies on external teacher models to write reflections, which limits generalization or leaves the agent’s policy unchanged. We introduce EvolveR, an experience-driven framework that allows an agent to improve using its own interaction history. EvolveR maintains an experience base of distilled strategic principles derived from past trajectories. In an offline phase, the agent self-distills successful and failed trajectories into concise principles, applies semantic deduplication, and assigns each principle an empirical utility score for maintenance and pruning. In an online phase, the agent retrieves top-ranked principles to guide reasoning and tool usage, generating new trajectories. We then perform policy evolution with reinforcement learning on these experience-conditioned trajectories, reinforcing behaviors that effectively retrieve and apply useful principles. We demonstrate the effectiveness of EvolveR on complex multi-hop question-answering benchmarks, where it achieves superior performance over strong agentic baselines. Our work presents a comprehensive blueprint for agents that learn not only from external data but also from the consequences of their own actions, paving the way for more autonomous and continuously improving systems.",https://icml.cc/virtual/2026/poster/65641,https://openreview.net/forum?id=BamDfCP5R3,,2510.16079,https://arxiv.org/abs/2510.16079,https://arxiv.org/pdf/2510.16079,26f887d7fd771f2e32ce52833a114d35df36aab2,https://www.semanticscholar.org/paper/26f887d7fd771f2e32ce52833a114d35df36aab2,77,,,77,semanticscholar,ss_author
